epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,25876.8,2.30618,1.14052,0.00473,0.73661,0.44191,0.48722,0.24447,2.11943,1.01816,0.00517,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328,0.0261984,0.0087328
130,25989.3,2.29501,1.14356,0.0047,0.7383,0.44184,0.48775,0.24453,2.11956,1.01744,0.00517,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229,0.0261687,0.0087229
131,26102.8,2.29295,1.12895,0.00466,0.73846,0.44203,0.48789,0.24452,2.11917,1.01692,0.00517,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
132,26216.6,2.30157,1.13834,0.00467,0.73798,0.44239,0.48786,0.24458,2.11888,1.01643,0.00517,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031,0.0261093,0.0087031
133,26329.1,2.29922,1.14215,0.00472,0.73638,0.44299,0.48782,0.2446,2.11906,1.01692,0.00517,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932,0.0260796,0.0086932
134,26484.6,2.30464,1.14394,0.00473,0.73745,0.44358,0.48827,0.24458,2.11882,1.01662,0.00517,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833,0.0260499,0.0086833
135,26696.9,2.31587,1.15402,0.00469,0.73821,0.44313,0.48824,0.24485,2.11853,1.01622,0.00517,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734,0.0260202,0.0086734
136,26841,2.31507,1.14573,0.00471,0.73788,0.44392,0.48847,0.24512,2.11883,1.01578,0.00517,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
137,26953.8,2.30627,1.14754,0.00471,0.73821,0.44377,0.48825,0.24526,2.11919,1.01536,0.00517,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536,0.0259608,0.0086536
138,27066,2.29748,1.14776,0.00471,0.7361,0.44463,0.48856,0.2454,2.11908,1.01509,0.00517,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437,0.0259311,0.0086437
139,27177.8,2.30848,1.14306,0.0047,0.73676,0.44432,0.48882,0.24554,2.11893,1.01512,0.00517,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338,0.0259014,0.0086338
140,27291.7,2.29837,1.14554,0.0047,0.73712,0.44407,0.48879,0.2453,2.11901,1.01471,0.00517,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239,0.0258717,0.0086239
141,27403.2,2.30307,1.14423,0.00469,0.73699,0.44438,0.48895,0.2455,2.11872,1.01533,0.00516,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
142,27515.9,2.31125,1.14963,0.00475,0.73804,0.44423,0.489,0.2456,2.11917,1.01522,0.00517,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041,0.0258123,0.0086041
143,27627.2,2.29702,1.14583,0.0047,0.73744,0.44445,0.48882,0.24534,2.11829,1.01641,0.00516,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942,0.0257826,0.0085942
144,27741.7,2.30867,1.14423,0.00464,0.73798,0.4445,0.4891,0.24547,2.11846,1.01606,0.00516,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843,0.0257529,0.0085843
145,27853.5,2.30935,1.14613,0.0047,0.73847,0.44407,0.48919,0.24552,2.1182,1.01484,0.00517,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744,0.0257232,0.0085744
146,27965.5,2.28957,1.14064,0.00471,0.73777,0.44352,0.4889,0.24544,2.11861,1.01556,0.00517,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
147,28077.1,2.29392,1.14891,0.00474,0.73719,0.44391,0.48893,0.24553,2.11819,1.0148,0.00517,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546,0.0256638,0.0085546
148,28185.6,2.3167,1.15291,0.00468,0.73545,0.44414,0.48885,0.24544,2.11859,1.01526,0.00517,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447,0.0256341,0.0085447
149,28292.9,2.30743,1.14902,0.00474,0.73683,0.44387,0.48888,0.24547,2.11866,1.0147,0.00517,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348,0.0256044,0.0085348
150,28400.9,2.30711,1.14065,0.00464,0.73788,0.44367,0.48899,0.24555,2.11803,1.01525,0.00517,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249,0.0255747,0.0085249
151,28509.6,2.30885,1.14471,0.00465,0.7382,0.44405,0.48909,0.24561,2.11732,1.01532,0.00517,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
152,28616,2.31067,1.14941,0.00472,0.73778,0.44453,0.4891,0.24567,2.11735,1.01533,0.00517,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051,0.0255153,0.0085051
153,28725.3,2.29914,1.1438,0.00473,0.73673,0.44453,0.48918,0.24565,2.11728,1.01571,0.00517,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952,0.0254856,0.0084952
154,28831.8,2.29898,1.1403,0.00471,0.73523,0.44496,0.48938,0.24575,2.11744,1.01499,0.00517,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853,0.0254559,0.0084853
155,28941.2,2.28446,1.12816,0.00468,0.7383,0.44432,0.48947,0.24565,2.11757,1.01531,0.00517,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754,0.0254262,0.0084754
156,29064.6,2.29923,1.13499,0.00465,0.73665,0.44471,0.49044,0.24584,2.1166,1.01516,0.00517,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
157,29175.8,2.29978,1.13609,0.0047,0.73706,0.44466,0.4897,0.24589,2.11604,1.01431,0.00517,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556,0.0253668,0.0084556
158,29287.8,2.2921,1.12808,0.00466,0.73722,0.44476,0.48985,0.24585,2.11672,1.0141,0.00517,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457,0.0253371,0.0084457
159,29401,2.28837,1.13313,0.0047,0.73775,0.44486,0.49074,0.24602,2.11621,1.01336,0.00517,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358,0.0253074,0.0084358
160,29513.7,2.29256,1.13476,0.00462,0.73774,0.44518,0.4908,0.24611,2.11631,1.01224,0.00518,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259,0.0252777,0.0084259
161,29626.4,2.28922,1.14171,0.00468,0.73852,0.44468,0.48992,0.24601,2.11646,1.01144,0.00518,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
162,29737.7,2.2945,1.13917,0.00472,0.73819,0.44488,0.49117,0.24613,2.11632,1.01126,0.00518,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061,0.0252183,0.0084061
163,29850.8,2.28951,1.12956,0.00466,0.73676,0.44589,0.49154,0.24623,2.1166,1.01121,0.00518,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962,0.0251886,0.0083962
164,29963.7,2.29783,1.13572,0.0047,0.73714,0.44584,0.49163,0.24634,2.11587,1.01191,0.00518,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863,0.0251589,0.0083863
165,30074.5,2.30085,1.1355,0.00468,0.73716,0.44596,0.49179,0.24635,2.1163,1.0121,0.00518,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764,0.0251292,0.0083764
166,30183.8,2.2928,1.13582,0.00465,0.73761,0.44607,0.49174,0.24625,2.11641,1.01166,0.00518,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
167,30290.4,2.28565,1.13133,0.00467,0.7375,0.44632,0.49206,0.24644,2.11641,1.01226,0.00518,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566,0.0250698,0.0083566
168,30399,2.2844,1.12986,0.00468,0.73815,0.44591,0.4921,0.2464,2.11636,1.01191,0.00518,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467,0.0250401,0.0083467
169,30506.8,2.29891,1.1425,0.00466,0.73823,0.44627,0.49232,0.24638,2.11574,1.01257,0.00518,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368,0.0250104,0.0083368
170,30615.2,2.28489,1.13402,0.00469,0.73822,0.44641,0.49267,0.24658,2.11568,1.01242,0.00518,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269,0.0249807,0.0083269
171,30722.4,2.28905,1.13237,0.00466,0.73707,0.4469,0.49262,0.24649,2.1154,1.01275,0.00519,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
172,30831.2,2.28308,1.12787,0.00462,0.73929,0.44609,0.49279,0.24649,2.11487,1.01372,0.00518,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071,0.0249213,0.0083071
173,33431.7,2.29103,1.13723,0.00464,0.73819,0.4468,0.4927,0.24641,2.1152,1.0135,0.00519,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
174,33542.2,2.28547,1.12705,0.00467,0.73793,0.4471,0.49273,0.24645,2.11515,1.01331,0.00519,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873,0.0248619,0.0082873
175,33654.8,2.29503,1.13847,0.00468,0.73722,0.44712,0.49265,0.24653,2.11429,1.01372,0.00519,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
176,33767.7,2.30816,1.13465,0.00461,0.73616,0.4476,0.4929,0.24652,2.11431,1.0138,0.00518,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
177,33877.7,2.2895,1.13682,0.00462,0.73666,0.44763,0.49305,0.24649,2.11458,1.01372,0.00519,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
178,33992.7,2.29907,1.14072,0.00463,0.73709,0.44714,0.4929,0.2465,2.11464,1.01367,0.00519,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477,0.0247431,0.0082477
179,34105.6,2.28113,1.13153,0.00463,0.73573,0.44788,0.4932,0.24657,2.11456,1.01395,0.00519,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
180,34220.1,2.28628,1.12998,0.00462,0.7363,0.44765,0.49316,0.24653,2.1149,1.01323,0.00519,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279,0.0246837,0.0082279
181,34344.1,2.2938,1.12589,0.00464,0.73506,0.44811,0.49324,0.24645,2.11527,1.0132,0.00519,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
182,34457.9,2.28314,1.12314,0.00464,0.73592,0.44859,0.49345,0.2465,2.11439,1.01384,0.00519,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081,0.0246243,0.0082081
183,34570.1,2.2896,1.13346,0.00463,0.73742,0.44867,0.49369,0.24657,2.11447,1.01324,0.00519,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
184,34684.1,2.27837,1.12071,0.00464,0.73828,0.44848,0.49383,0.24653,2.1152,1.01364,0.0052,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883,0.0245649,0.0081883
185,34795.8,2.26424,1.12087,0.00466,0.73745,0.44871,0.4938,0.24664,2.11518,1.01276,0.0052,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
186,34907.8,2.26594,1.12494,0.00465,0.73822,0.44828,0.49374,0.2466,2.11556,1.01271,0.0052,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
187,35019.7,2.28798,1.1385,0.00466,0.73686,0.44872,0.49403,0.24675,2.11471,1.01261,0.0052,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
188,35132.4,2.28074,1.12967,0.00465,0.73729,0.44884,0.49428,0.24672,2.11458,1.01291,0.0052,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487,0.0244461,0.0081487
189,35246.5,2.28671,1.13388,0.00462,0.73715,0.44886,0.49438,0.24682,2.11386,1.01279,0.0052,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
190,35359.7,2.2896,1.13268,0.0046,0.73736,0.44863,0.49414,0.24673,2.11471,1.01259,0.0052,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289,0.0243867,0.0081289
191,35473.7,2.277,1.12157,0.00461,0.73572,0.44886,0.49396,0.24659,2.11467,1.01232,0.0052,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
192,35586,2.26599,1.11846,0.00464,0.73641,0.44911,0.49407,0.24664,2.11501,1.01227,0.0052,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091,0.0243273,0.0081091
193,35700.2,2.29646,1.12873,0.00461,0.73562,0.44919,0.4943,0.24661,2.11513,1.01223,0.0052,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
194,35812.5,2.27873,1.12059,0.00465,0.73621,0.44921,0.49433,0.24669,2.115,1.01206,0.0052,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893,0.0242679,0.0080893
195,35926.8,2.29198,1.12806,0.00463,0.73511,0.44969,0.49447,0.24673,2.1157,1.01162,0.0052,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
196,36035.2,2.2803,1.12403,0.00462,0.73627,0.44942,0.49435,0.24679,2.11539,1.01119,0.0052,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
197,36145.8,2.27538,1.12376,0.00464,0.7353,0.44964,0.49467,0.24684,2.11548,1.01087,0.0052,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
198,36253.5,2.28016,1.12026,0.00465,0.7359,0.44997,0.49527,0.24704,2.11516,1.00991,0.0052,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497,0.0241491,0.0080497
199,36362.6,2.27547,1.13094,0.00466,0.73585,0.44987,0.49516,0.24702,2.1155,1.00984,0.0052,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
200,36470.7,2.29613,1.13173,0.00463,0.7362,0.44974,0.49504,0.24696,2.11496,1.00914,0.0052,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299,0.0240897,0.0080299
201,36580.2,2.28495,1.11923,0.00462,0.7356,0.44977,0.49506,0.24695,2.11519,1.00908,0.0052,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
202,36688.7,2.28745,1.12727,0.00464,0.73555,0.44943,0.49504,0.24708,2.11525,1.00882,0.0052,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101,0.0240303,0.0080101
203,36797.4,2.27803,1.12179,0.00459,0.73639,0.44934,0.49514,0.24719,2.11495,1.00812,0.0052,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
204,61601.2,2.27764,1.12259,0.00464,0.73557,0.44992,0.49531,0.24698,2.11533,1.00824,0.0052,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903,0.0239709,0.0079903
205,61711,2.27914,1.11969,0.00462,0.73673,0.44972,0.49535,0.24702,2.11471,1.0086,0.0052,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
206,61822.7,2.2773,1.12319,0.00462,0.73688,0.4499,0.49571,0.24736,2.11462,1.00858,0.0052,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
207,61931.9,2.28719,1.13319,0.0046,0.73696,0.44982,0.49547,0.24705,2.11472,1.00795,0.0052,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606,0.0238818,0.0079606
208,62042.4,2.27375,1.12481,0.00461,0.73565,0.45073,0.49568,0.24732,2.11468,1.00787,0.0052,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507,0.0238521,0.0079507
209,62151.1,2.29078,1.13045,0.00457,0.73798,0.45048,0.49601,0.24738,2.11459,1.00738,0.0052,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
210,62262.3,2.27942,1.12349,0.0046,0.7393,0.45052,0.49607,0.24755,2.11444,1.00679,0.0052,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309,0.0237927,0.0079309
211,62371,2.2713,1.11194,0.00464,0.73984,0.45042,0.4962,0.24756,2.1143,1.00644,0.0052,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
212,62480.5,2.27521,1.11198,0.0046,0.73988,0.45037,0.49613,0.24763,2.11394,1.00577,0.0052,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111,0.0237333,0.0079111
213,62590.5,2.26819,1.11928,0.00456,0.73983,0.45074,0.49627,0.2477,2.11359,1.00581,0.0052,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
214,62699.3,2.28274,1.12483,0.00459,0.73878,0.4508,0.49586,0.24783,2.11279,1.00541,0.0052,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913,0.0236739,0.0078913
215,62809.3,2.28252,1.13037,0.00462,0.7387,0.4509,0.49611,0.2479,2.11241,1.00421,0.0052,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
216,62917.3,2.28274,1.11589,0.00462,0.73774,0.45115,0.49619,0.24789,2.11186,1.00357,0.00519,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
217,81730.8,2.26439,1.12277,0.00465,0.7385,0.4507,0.49614,0.24804,2.11093,1.00339,0.00519,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
218,81844.6,2.27266,1.11462,0.00458,0.73828,0.45116,0.49641,0.24864,2.11009,1.00343,0.00519,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517,0.0235551,0.0078517
219,81959.7,2.28288,1.12583,0.0046,0.73874,0.45105,0.49652,0.24866,2.10986,1.00347,0.00519,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
220,82072.1,2.28693,1.13243,0.00461,0.73603,0.45194,0.49681,0.24878,2.10955,1.0028,0.00519,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319,0.0234957,0.0078319
221,82187.7,2.27851,1.11666,0.0046,0.73692,0.45178,0.49684,0.24895,2.10904,1.00256,0.00518,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
222,82301.8,2.28645,1.12187,0.00457,0.73575,0.45221,0.49688,0.24902,2.10888,1.00219,0.00518,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121,0.0234363,0.0078121
223,82416.1,2.27021,1.1124,0.00453,0.73632,0.45236,0.49723,0.24917,2.10816,1.00178,0.00518,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
224,82529.9,2.28382,1.1207,0.00457,0.73617,0.45267,0.49719,0.24893,2.10822,1.0016,0.00518,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923,0.0233769,0.0077923
225,82644.2,2.27662,1.11219,0.00462,0.73738,0.45256,0.49752,0.24935,2.10774,1.00127,0.00518,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
226,82766.3,2.2866,1.12645,0.00458,0.73811,0.45244,0.49753,0.24893,2.1071,1.00049,0.00517,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
227,82882.7,2.28208,1.11783,0.0046,0.73875,0.45259,0.49788,0.24887,2.10674,0.99989,0.00517,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
228,82995.1,2.28382,1.12356,0.00456,0.73902,0.45249,0.49783,0.24896,2.10619,1.00012,0.00517,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527,0.0232581,0.0077527
229,83106.3,2.27649,1.11948,0.00459,0.7403,0.45236,0.49809,0.2491,2.10563,0.99961,0.00517,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428,0.0232284,0.0077428
230,83226.6,2.2785,1.11911,0.00461,0.74068,0.45246,0.49816,0.24909,2.10515,0.99926,0.00516,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329,0.0231987,0.0077329
231,83344.2,2.2822,1.12215,0.0046,0.74161,0.45256,0.49839,0.24907,2.10466,0.99961,0.00516,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
232,83463.8,2.27706,1.12087,0.00459,0.74208,0.45289,0.49899,0.24932,2.10449,0.99914,0.00516,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131,0.0231393,0.0077131
233,83584.7,2.27205,1.11177,0.00461,0.74231,0.45303,0.49889,0.24955,2.10396,0.99916,0.00516,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032,0.0231096,0.0077032
234,83708,2.26742,1.11164,0.00455,0.74318,0.45317,0.49915,0.24968,2.10334,0.99859,0.00515,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933,0.0230799,0.0076933
235,83830.4,2.27737,1.11886,0.00461,0.74275,0.45309,0.49928,0.24985,2.10326,0.99868,0.00515,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834,0.0230502,0.0076834
236,83958.2,2.26097,1.10749,0.00462,0.7408,0.45393,0.49946,0.24964,2.10258,0.99806,0.00515,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
237,84076.8,2.26929,1.11719,0.00458,0.74192,0.45418,0.4997,0.24992,2.10226,0.99819,0.00515,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636,0.0229908,0.0076636
238,84190.1,2.26694,1.11002,0.00457,0.74131,0.45438,0.49971,0.25011,2.102,0.99752,0.00515,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537,0.0229611,0.0076537
239,84304.8,2.27713,1.1167,0.00456,0.74189,0.45453,0.49982,0.25029,2.10085,0.99738,0.00515,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438,0.0229314,0.0076438
240,84417.5,2.26438,1.11304,0.00463,0.74398,0.45401,0.50017,0.25049,2.10021,0.99619,0.00514,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339,0.0229017,0.0076339
241,84531.1,2.25795,1.10902,0.00457,0.74487,0.45409,0.50015,0.25053,2.09974,0.9968,0.00514,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
242,84644.2,2.26138,1.11839,0.00457,0.74383,0.45463,0.50016,0.25055,2.099,0.99663,0.00513,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141,0.0228423,0.0076141
243,84757.6,2.26947,1.11937,0.00458,0.74342,0.45436,0.50015,0.25065,2.0985,0.99593,0.00513,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042,0.0228126,0.0076042
244,84871.1,2.26769,1.11663,0.00455,0.74411,0.4545,0.50019,0.25063,2.09868,0.99613,0.00513,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943,0.0227829,0.0075943
245,92286.4,2.26709,1.11477,0.00463,0.74582,0.45401,0.50024,0.25063,2.09808,0.99539,0.00513,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844,0.0227532,0.0075844
246,92396.9,2.28104,1.11609,0.00458,0.74719,0.45413,0.50066,0.25094,2.09809,0.99463,0.00513,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
247,92509.6,2.29255,1.118,0.00455,0.74582,0.45393,0.50057,0.25107,2.09748,0.99468,0.00513,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646,0.0226938,0.0075646
248,92621.9,2.25563,1.11306,0.00459,0.74587,0.45385,0.50074,0.25089,2.09757,0.99434,0.00513,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547,0.0226641,0.0075547
249,92734.9,2.28224,1.11987,0.00455,0.74675,0.45401,0.50093,0.25108,2.09663,0.99408,0.00512,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448,0.0226344,0.0075448
250,92850.9,2.25729,1.10783,0.00454,0.74677,0.45392,0.50083,0.2513,2.09631,0.99397,0.00512,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349,0.0226047,0.0075349
251,92968.4,2.2723,1.11037,0.00455,0.74611,0.45382,0.50081,0.25135,2.09601,0.99375,0.00512,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
252,93092.3,2.26102,1.11047,0.00456,0.74563,0.4546,0.50108,0.25182,2.09605,0.99343,0.00512,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151,0.0225453,0.0075151
253,93215.4,2.26088,1.1059,0.00456,0.74611,0.45439,0.50125,0.25156,2.09496,0.99293,0.00512,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052,0.0225156,0.0075052
254,93339,2.27687,1.11798,0.00455,0.74544,0.45518,0.50115,0.25151,2.09491,0.99292,0.00512,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953,0.0224859,0.0074953
255,93462.7,2.27001,1.11002,0.00456,0.74578,0.45511,0.50133,0.25185,2.09337,0.99351,0.00511,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854,0.0224562,0.0074854
256,93585.2,2.2633,1.10801,0.00457,0.74666,0.45448,0.50132,0.25224,2.09326,0.9928,0.00511,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
257,93703.1,2.27003,1.1088,0.0046,0.74521,0.45521,0.50168,0.25238,2.09278,0.99276,0.00511,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
258,93818.9,2.25871,1.11595,0.00459,0.74761,0.45476,0.50188,0.25222,2.09242,0.99262,0.0051,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557,0.0223671,0.0074557
259,93934.5,2.26608,1.10254,0.00456,0.74555,0.45566,0.50172,0.25231,2.09264,0.99211,0.0051,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
260,94049.8,2.2604,1.10361,0.00455,0.74572,0.4559,0.50205,0.25276,2.09185,0.99083,0.0051,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359,0.0223077,0.0074359
261,94164.5,2.28037,1.11496,0.00454,0.74589,0.45589,0.50189,0.25269,2.09158,0.99083,0.0051,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
