epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
69,23289.6,2.73085,1.47467,0.00498,0.81536,0.57492,0.64019,0.33915,2.4043,1.2539,0.00602,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748,0.0296624,0.00988748
70,23617.1,2.71561,1.45876,0.00489,0.81648,0.57585,0.64083,0.33899,2.405,1.25413,0.00602,0.0296525,0.00988416,0.0296525,0.00988416,0.0296525,0.00988416,0.0296525,0.00988416
71,23942.5,2.73245,1.47832,0.00502,0.81402,0.57667,0.64098,0.33932,2.40392,1.25434,0.00601,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079,0.0296424,0.00988079
72,24268.8,2.72803,1.47016,0.00493,0.81698,0.57525,0.64161,0.33933,2.40577,1.25092,0.00602,0.0296321,0.00987737,0.0296321,0.00987737,0.0296321,0.00987737,0.0296321,0.00987737
73,24593.9,2.70639,1.46499,0.00499,0.81812,0.57565,0.64177,0.33985,2.40489,1.249,0.00601,0.0296217,0.00987391,0.0296217,0.00987391,0.0296217,0.00987391,0.0296217,0.00987391
74,24920,2.72252,1.468,0.00496,0.81684,0.57588,0.64181,0.33991,2.40462,1.24884,0.00601,0.0296112,0.0098704,0.0296112,0.0098704,0.0296112,0.0098704,0.0296112,0.0098704
75,25245.4,2.71507,1.45736,0.00495,0.81969,0.57568,0.64195,0.34011,2.40409,1.25014,0.00601,0.0296005,0.00986684,0.0296005,0.00986684,0.0296005,0.00986684,0.0296005,0.00986684
76,25571,2.73516,1.4753,0.00492,0.82198,0.57413,0.64177,0.34002,2.4038,1.25026,0.00601,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323,0.0295897,0.00986323
77,25897,2.72197,1.46445,0.00501,0.81914,0.57597,0.64331,0.34057,2.40194,1.2522,0.00601,0.0295787,0.00985958,0.0295787,0.00985958,0.0295787,0.00985958,0.0295787,0.00985958
78,26223,2.71122,1.46201,0.00495,0.818,0.57686,0.64347,0.34052,2.40223,1.25078,0.00601,0.0295676,0.00985588,0.0295676,0.00985588,0.0295676,0.00985588,0.0295676,0.00985588
79,26548.4,2.7271,1.47281,0.00493,0.81932,0.57562,0.64403,0.34055,2.40227,1.24983,0.00601,0.0295564,0.00985213,0.0295564,0.00985213,0.0295564,0.00985213,0.0295564,0.00985213
80,26874.7,2.7236,1.46562,0.00496,0.82012,0.57593,0.64414,0.34066,2.40148,1.25064,0.006,0.029545,0.00984833,0.029545,0.00984833,0.029545,0.00984833,0.029545,0.00984833
81,27201.4,2.72403,1.46917,0.00497,0.81908,0.57641,0.64417,0.34067,2.40109,1.2506,0.006,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449,0.0295335,0.00984449
82,27528.6,2.74243,1.47919,0.00491,0.81864,0.57696,0.64393,0.34083,2.40132,1.24944,0.006,0.0295218,0.0098406,0.0295218,0.0098406,0.0295218,0.0098406,0.0295218,0.0098406
83,27854.3,2.7285,1.47278,0.00497,0.81805,0.57774,0.64431,0.341,2.40049,1.24891,0.006,0.02951,0.00983666,0.02951,0.00983666,0.02951,0.00983666,0.02951,0.00983666
84,28180.1,2.71628,1.46319,0.00497,0.81767,0.57739,0.64413,0.34099,2.40043,1.2487,0.006,0.029498,0.00983267,0.029498,0.00983267,0.029498,0.00983267,0.029498,0.00983267
85,28506.3,2.7439,1.47506,0.00493,0.81661,0.57756,0.64432,0.34117,2.39965,1.24957,0.00599,0.0294859,0.00982864,0.0294859,0.00982864,0.0294859,0.00982864,0.0294859,0.00982864
86,28832.3,2.71181,1.45864,0.00498,0.81674,0.57774,0.64444,0.34151,2.39833,1.2493,0.00599,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456,0.0294737,0.00982456
87,29158.8,2.72468,1.46763,0.00497,0.81766,0.57724,0.64434,0.34154,2.39827,1.24817,0.00599,0.0294613,0.00982043,0.0294613,0.00982043,0.0294613,0.00982043,0.0294613,0.00982043
88,29485.2,2.73496,1.47606,0.00497,0.81783,0.57736,0.64456,0.342,2.39751,1.24862,0.00598,0.0294488,0.00981626,0.0294488,0.00981626,0.0294488,0.00981626,0.0294488,0.00981626
89,29812.2,2.73115,1.4648,0.00498,0.81665,0.57802,0.64444,0.34156,2.39805,1.24736,0.00598,0.0294361,0.00981204,0.0294361,0.00981204,0.0294361,0.00981204,0.0294361,0.00981204
90,30138.4,2.71608,1.45822,0.00493,0.81784,0.57812,0.64489,0.34164,2.39853,1.24554,0.00598,0.0294233,0.00980777,0.0294233,0.00980777,0.0294233,0.00980777,0.0294233,0.00980777
91,30464.6,2.73041,1.47143,0.00502,0.81697,0.57955,0.64523,0.34172,2.3984,1.24528,0.00598,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345,0.0294104,0.00980345
92,30790.1,2.73909,1.46785,0.00498,0.81788,0.57915,0.64547,0.3419,2.39722,1.24455,0.00598,0.0293973,0.00979909,0.0293973,0.00979909,0.0293973,0.00979909,0.0293973,0.00979909
93,31117.7,2.71207,1.46276,0.00498,0.81863,0.5788,0.64572,0.34198,2.39693,1.24477,0.00598,0.029384,0.00979468,0.029384,0.00979468,0.029384,0.00979468,0.029384,0.00979468
94,31445,2.7333,1.47388,0.00493,0.81855,0.57924,0.64605,0.34166,2.39702,1.24464,0.00598,0.0293707,0.00979023,0.0293707,0.00979023,0.0293707,0.00979023,0.0293707,0.00979023
95,31771.7,2.72396,1.47282,0.00495,0.81853,0.57891,0.64594,0.34174,2.3967,1.24439,0.00598,0.0293572,0.00978572,0.0293572,0.00978572,0.0293572,0.00978572,0.0293572,0.00978572
96,32102.5,2.71183,1.45608,0.00494,0.81818,0.57933,0.64589,0.34166,2.39687,1.24278,0.00598,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118,0.0293435,0.00978118
97,32428.8,2.71548,1.45631,0.00499,0.81704,0.58006,0.64589,0.34187,2.3977,1.24104,0.00598,0.0293297,0.00977658,0.0293297,0.00977658,0.0293297,0.00977658,0.0293297,0.00977658
98,32755.4,2.72232,1.46463,0.005,0.81788,0.58016,0.64594,0.34192,2.39754,1.24032,0.00598,0.0293158,0.00977194,0.0293158,0.00977194,0.0293158,0.00977194,0.0293158,0.00977194
99,33080.9,2.69812,1.45673,0.00493,0.81721,0.57979,0.64578,0.34202,2.39736,1.24043,0.00598,0.0293017,0.00976725,0.0293017,0.00976725,0.0293017,0.00976725,0.0293017,0.00976725
100,33407.8,2.72031,1.4623,0.00494,0.81699,0.58054,0.64595,0.34203,2.39754,1.24046,0.00598,0.0292875,0.00976251,0.0292875,0.00976251,0.0292875,0.00976251,0.0292875,0.00976251
101,33733.2,2.72304,1.4745,0.00496,0.81747,0.58046,0.64608,0.34206,2.39712,1.24039,0.00598,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773,0.0292732,0.00975773
102,34059.5,2.72394,1.4568,0.00499,0.8186,0.57991,0.64622,0.34193,2.39715,1.23976,0.00599,0.0292587,0.0097529,0.0292587,0.0097529,0.0292587,0.0097529,0.0292587,0.0097529
103,34387.2,2.72441,1.45645,0.00503,0.81895,0.57956,0.64631,0.34229,2.39783,1.2397,0.00599,0.0292441,0.00974803,0.0292441,0.00974803,0.0292441,0.00974803,0.0292441,0.00974803
104,34713.5,2.74078,1.46731,0.00494,0.81826,0.5796,0.6465,0.34232,2.39717,1.23903,0.00598,0.0292293,0.0097431,0.0292293,0.0097431,0.0292293,0.0097431,0.0292293,0.0097431
105,35040.9,2.72094,1.4549,0.00494,0.81726,0.58049,0.64651,0.342,2.39706,1.23868,0.00598,0.0292144,0.00973814,0.0292144,0.00973814,0.0292144,0.00973814,0.0292144,0.00973814
106,35367.7,2.72442,1.45903,0.00487,0.81764,0.58039,0.6467,0.34214,2.39652,1.23876,0.00598,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312,0.0291994,0.00973312
107,35694.1,2.71128,1.45396,0.00492,0.81832,0.57946,0.64635,0.34226,2.39634,1.24007,0.00598,0.0291842,0.00972806,0.0291842,0.00972806,0.0291842,0.00972806,0.0291842,0.00972806
108,36020.3,2.71407,1.46173,0.00494,0.81803,0.57959,0.64653,0.34264,2.39548,1.24035,0.00598,0.0291689,0.00972296,0.0291689,0.00972296,0.0291689,0.00972296,0.0291689,0.00972296
109,36348.1,2.72242,1.46148,0.00495,0.81867,0.57915,0.64636,0.34267,2.39569,1.24077,0.00598,0.0291534,0.0097178,0.0291534,0.0097178,0.0291534,0.0097178,0.0291534,0.0097178
110,36675.6,2.71944,1.45828,0.00504,0.81919,0.5789,0.64648,0.34233,2.39547,1.23993,0.00598,0.0291378,0.0097126,0.0291378,0.0097126,0.0291378,0.0097126,0.0291378,0.0097126
111,37003.8,2.73045,1.46393,0.00496,0.81913,0.5788,0.64625,0.34253,2.39548,1.2397,0.00598,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736,0.0291221,0.00970736
112,37327.9,2.71291,1.45967,0.00496,0.81727,0.57996,0.64649,0.34275,2.39463,1.24004,0.00597,0.0291062,0.00970207,0.0291062,0.00970207,0.0291062,0.00970207,0.0291062,0.00970207
113,37653.4,2.71651,1.45614,0.00497,0.81706,0.58011,0.64645,0.34272,2.39393,1.2404,0.00597,0.0290902,0.00969673,0.0290902,0.00969673,0.0290902,0.00969673,0.0290902,0.00969673
114,37980.6,2.71122,1.45612,0.00495,0.81714,0.57999,0.64637,0.34262,2.3944,1.24041,0.00597,0.0290741,0.00969135,0.0290741,0.00969135,0.0290741,0.00969135,0.0290741,0.00969135
115,38307.6,2.71582,1.46445,0.00495,0.81729,0.58046,0.64664,0.34247,2.3944,1.24021,0.00597,0.0290578,0.00968592,0.0290578,0.00968592,0.0290578,0.00968592,0.0290578,0.00968592
116,38635.3,2.73514,1.46012,0.00494,0.81695,0.58039,0.64654,0.34223,2.39433,1.24173,0.00596,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045,0.0290413,0.00968045
117,38962.5,2.73895,1.467,0.0049,0.8169,0.58021,0.6464,0.34225,2.39504,1.24129,0.00597,0.0290248,0.00967493,0.0290248,0.00967493,0.0290248,0.00967493,0.0290248,0.00967493
118,39288.9,2.72686,1.47238,0.00495,0.81696,0.57998,0.64626,0.34227,2.39418,1.24187,0.00597,0.0290081,0.00966936,0.0290081,0.00966936,0.0290081,0.00966936,0.0290081,0.00966936
119,39614.4,2.7105,1.45028,0.00497,0.81662,0.58023,0.64623,0.34229,2.39454,1.24151,0.00597,0.0289913,0.00966375,0.0289913,0.00966375,0.0289913,0.00966375,0.0289913,0.00966375
120,39941.8,2.7264,1.45992,0.0049,0.81536,0.58021,0.64603,0.34209,2.39482,1.24204,0.00597,0.0289743,0.0096581,0.0289743,0.0096581,0.0289743,0.0096581,0.0289743,0.0096581
121,40268.4,2.7132,1.45906,0.00496,0.81632,0.58006,0.64611,0.34219,2.39421,1.24195,0.00596,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239,0.0289572,0.00965239
122,40597.3,2.73016,1.48062,0.00493,0.81584,0.58066,0.64623,0.34232,2.39377,1.24172,0.00596,0.0289399,0.00964665,0.0289399,0.00964665,0.0289399,0.00964665,0.0289399,0.00964665
123,40923,2.72884,1.46637,0.00492,0.8175,0.58026,0.64661,0.34244,2.39309,1.24221,0.00596,0.0289226,0.00964085,0.0289226,0.00964085,0.0289226,0.00964085,0.0289226,0.00964085
124,41250,2.71643,1.4697,0.00495,0.81725,0.58061,0.64652,0.34243,2.39327,1.24277,0.00596,0.028905,0.00963502,0.028905,0.00963502,0.028905,0.00963502,0.028905,0.00963502
125,41576.7,2.69546,1.44623,0.00499,0.81835,0.58031,0.64657,0.34255,2.39304,1.24251,0.00596,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913,0.0288874,0.00962913
126,41902.2,2.7139,1.45052,0.00496,0.81747,0.58036,0.6465,0.34249,2.39292,1.24255,0.00596,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232,0.0288696,0.0096232
127,42230,2.70911,1.45782,0.00497,0.81982,0.57976,0.64643,0.34236,2.39296,1.24282,0.00596,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723,0.0288517,0.00961723
128,42556.4,2.71684,1.46543,0.00493,0.81941,0.57966,0.64646,0.34257,2.39331,1.24209,0.00596,0.0288336,0.00961121,0.0288336,0.00961121,0.0288336,0.00961121,0.0288336,0.00961121
129,42884.7,2.70265,1.46347,0.005,0.81972,0.57938,0.64663,0.34259,2.39333,1.24214,0.00596,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515,0.0288154,0.00960515
130,43217.5,2.722,1.45858,0.00492,0.81965,0.57943,0.64634,0.34226,2.39301,1.24292,0.00596,0.0287971,0.00959904,0.0287971,0.00959904,0.0287971,0.00959904,0.0287971,0.00959904
131,43545.1,2.70277,1.4607,0.00492,0.81924,0.57943,0.64599,0.34219,2.39359,1.24317,0.00596,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289,0.0287787,0.00959289
