epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,43874.3,2.70389,1.45935,0.00496,0.82022,0.57905,0.64601,0.34226,2.3929,1.2437,0.00596,0.0287601,0.00958669,0.0287601,0.00958669,0.0287601,0.00958669,0.0287601,0.00958669
133,44204.9,2.7119,1.45869,0.00498,0.82214,0.57824,0.64598,0.3422,2.39297,1.24448,0.00596,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044,0.0287413,0.00958044
134,44534.6,2.70825,1.44571,0.00494,0.81992,0.57885,0.64575,0.34216,2.39269,1.24453,0.00596,0.0287225,0.00957416,0.0287225,0.00957416,0.0287225,0.00957416,0.0287225,0.00957416
135,44863.8,2.70852,1.44572,0.00493,0.82027,0.57841,0.64575,0.34222,2.39259,1.24435,0.00595,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782,0.0287035,0.00956782
136,45195.7,2.72426,1.46189,0.00495,0.82002,0.57852,0.64572,0.34227,2.39185,1.24563,0.00595,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145,0.0286843,0.00956145
137,45524.4,2.6975,1.4572,0.00494,0.82021,0.57847,0.64574,0.34232,2.39223,1.24504,0.00595,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502,0.0286651,0.00955502
138,45862.8,2.70686,1.45566,0.00497,0.81911,0.57882,0.64579,0.34233,2.39161,1.24563,0.00595,0.0286457,0.00954856,0.0286457,0.00954856,0.0286457,0.00954856,0.0286457,0.00954856
139,46193,2.73248,1.46111,0.00493,0.81951,0.57877,0.64565,0.3423,2.39187,1.24551,0.00595,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205,0.0286261,0.00954205
140,46524.8,2.72891,1.46504,0.00492,0.81921,0.57852,0.64572,0.3423,2.39191,1.24522,0.00595,0.0286065,0.00953549,0.0286065,0.00953549,0.0286065,0.00953549,0.0286065,0.00953549
141,46855.5,2.71616,1.4543,0.00493,0.82058,0.57859,0.64613,0.34242,2.39222,1.24565,0.00595,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889,0.0285867,0.00952889
142,47185.8,2.71002,1.47597,0.00498,0.82037,0.57859,0.64601,0.34249,2.3913,1.24634,0.00595,0.0285668,0.00952225,0.0285668,0.00952225,0.0285668,0.00952225,0.0285668,0.00952225
143,47518.1,2.71585,1.46678,0.00493,0.81927,0.57953,0.64623,0.34287,2.39132,1.24523,0.00595,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556,0.0285467,0.00951556
144,47845.6,2.69255,1.44554,0.0049,0.81813,0.58001,0.64628,0.34266,2.39188,1.24481,0.00596,0.0285265,0.00950883,0.0285265,0.00950883,0.0285265,0.00950883,0.0285265,0.00950883
145,48172.3,2.69489,1.45996,0.00492,0.81907,0.57968,0.64629,0.34247,2.39211,1.24557,0.00596,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206,0.0285062,0.00950206
146,48500.1,2.71895,1.4596,0.0049,0.81905,0.57948,0.64624,0.34265,2.39217,1.24562,0.00596,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524,0.0284857,0.00949524
147,48831.6,2.73764,1.47429,0.00493,0.81776,0.57966,0.64628,0.34248,2.39223,1.24592,0.00596,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837,0.0284651,0.00948837
148,49161.9,2.70178,1.45151,0.00495,0.81823,0.57857,0.646,0.34238,2.39203,1.24595,0.00596,0.0284444,0.00948147,0.0284444,0.00948147,0.0284444,0.00948147,0.0284444,0.00948147
149,49489.7,2.71296,1.45151,0.00496,0.81867,0.57858,0.64596,0.34223,2.39245,1.24587,0.00596,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452,0.0284235,0.00947452
150,49818.9,2.72866,1.469,0.00489,0.82014,0.57804,0.64643,0.34271,2.39157,1.24487,0.00596,0.0284026,0.00946752,0.0284026,0.00946752,0.0284026,0.00946752,0.0284026,0.00946752
151,50149.8,2.71877,1.46726,0.00495,0.82065,0.57785,0.64638,0.34273,2.39228,1.24459,0.00596,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048,0.0283814,0.00946048
152,50481.3,2.70334,1.452,0.00486,0.81932,0.57862,0.64641,0.34258,2.39262,1.24399,0.00596,0.0283602,0.0094534,0.0283602,0.0094534,0.0283602,0.0094534,0.0283602,0.0094534
153,50804.2,2.71623,1.44887,0.00496,0.82139,0.57789,0.64667,0.34306,2.39163,1.24409,0.00596,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628,0.0283388,0.00944628
154,51127.7,2.70052,1.45608,0.00498,0.82125,0.57847,0.64679,0.34315,2.39143,1.24444,0.00596,0.0283173,0.00943911,0.0283173,0.00943911,0.0283173,0.00943911,0.0283173,0.00943911
155,51454.3,2.72218,1.45052,0.00492,0.82171,0.57835,0.64701,0.34313,2.39095,1.24427,0.00596,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189,0.0282957,0.00943189
156,51781.6,2.71759,1.46021,0.00493,0.8233,0.57792,0.64747,0.34318,2.39176,1.24226,0.00596,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464,0.0282739,0.00942464
157,52112.9,2.71972,1.4568,0.00493,0.82282,0.57787,0.64731,0.3434,2.39114,1.24198,0.00596,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734,0.028252,0.00941734
158,52450.8,2.69176,1.44299,0.00493,0.82157,0.57847,0.64727,0.34328,2.39184,1.24165,0.00596,0.02823,0.00941,0.02823,0.00941,0.02823,0.00941,0.02823,0.00941
159,52781.5,2.70083,1.44795,0.00492,0.8221,0.57847,0.64733,0.34319,2.39163,1.24193,0.00596,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262,0.0282078,0.00940262
160,53106.5,2.71468,1.44626,0.00492,0.82235,0.57852,0.64748,0.34354,2.39101,1.24336,0.00596,0.0281856,0.00939519,0.0281856,0.00939519,0.0281856,0.00939519,0.0281856,0.00939519
161,53432,2.7207,1.45131,0.0049,0.82206,0.57867,0.64743,0.34345,2.3909,1.24289,0.00596,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772,0.0281632,0.00938772
162,53756.2,2.73242,1.46571,0.00489,0.82225,0.57824,0.64727,0.34313,2.39056,1.24337,0.00595,0.0281406,0.0093802,0.0281406,0.0093802,0.0281406,0.0093802,0.0281406,0.0093802
163,54080,2.71162,1.45013,0.0049,0.82237,0.57837,0.64729,0.34316,2.39079,1.24356,0.00596,0.0281179,0.00937265,0.0281179,0.00937265,0.0281179,0.00937265,0.0281179,0.00937265
164,54405,2.72077,1.45611,0.00495,0.82234,0.57837,0.64731,0.34334,2.39038,1.24257,0.00595,0.0280952,0.00936505,0.0280952,0.00936505,0.0280952,0.00936505,0.0280952,0.00936505
165,54732.1,2.71536,1.45218,0.00487,0.82257,0.57837,0.64722,0.34326,2.38986,1.24354,0.00595,0.0280722,0.00935741,0.0280722,0.00935741,0.0280722,0.00935741,0.0280722,0.00935741
166,55057.7,2.7163,1.45909,0.00493,0.82293,0.57804,0.64714,0.34321,2.39003,1.24406,0.00595,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973,0.0280492,0.00934973
167,55385.2,2.71505,1.44582,0.00485,0.82283,0.57797,0.64703,0.34305,2.39074,1.2437,0.00595,0.028026,0.009342,0.028026,0.009342,0.028026,0.009342,0.028026,0.009342
168,55712.4,2.74082,1.45339,0.0049,0.82302,0.57812,0.64709,0.34309,2.39028,1.24365,0.00595,0.0280027,0.00933423,0.0280027,0.00933423,0.0280027,0.00933423,0.0280027,0.00933423
169,56043.8,2.73719,1.46318,0.00485,0.82346,0.57824,0.64721,0.34364,2.39039,1.24265,0.00595,0.0279793,0.00932642,0.0279793,0.00932642,0.0279793,0.00932642,0.0279793,0.00932642
170,56373.3,2.7021,1.45268,0.0049,0.82531,0.57789,0.64729,0.34368,2.3892,1.2431,0.00595,0.0279557,0.00931857,0.0279557,0.00931857,0.0279557,0.00931857,0.0279557,0.00931857
171,56705.9,2.71709,1.45566,0.00484,0.82458,0.5775,0.64709,0.34372,2.38843,1.24409,0.00594,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067,0.027932,0.00931067
172,57036.7,2.7074,1.44435,0.00489,0.82348,0.57812,0.64727,0.34342,2.38919,1.24305,0.00594,0.0279082,0.00930274,0.0279082,0.00930274,0.0279082,0.00930274,0.0279082,0.00930274
173,57365.9,2.7164,1.4628,0.0049,0.82463,0.57819,0.64738,0.34378,2.38836,1.24335,0.00594,0.0278843,0.00929476,0.0278843,0.00929476,0.0278843,0.00929476,0.0278843,0.00929476
174,57697.9,2.71172,1.44873,0.0049,0.82447,0.57814,0.64752,0.34381,2.38909,1.24353,0.00594,0.0278602,0.00928674,0.0278602,0.00928674,0.0278602,0.00928674,0.0278602,0.00928674
175,58029.1,2.73141,1.45776,0.00485,0.82419,0.57842,0.64753,0.34367,2.38999,1.24233,0.00595,0.027836,0.00927867,0.027836,0.00927867,0.027836,0.00927867,0.027836,0.00927867
176,58361.9,2.73,1.45375,0.00493,0.8238,0.5782,0.64757,0.34373,2.38995,1.24222,0.00594,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057,0.0278117,0.00927057
177,58695,2.72567,1.45814,0.00487,0.82381,0.57822,0.6475,0.34344,2.38961,1.2433,0.00594,0.0277873,0.00926242,0.0277873,0.00926242,0.0277873,0.00926242,0.0277873,0.00926242
178,59026.7,2.71295,1.45262,0.0049,0.82415,0.5783,0.64777,0.34362,2.38963,1.2432,0.00594,0.0277627,0.00925423,0.0277627,0.00925423,0.0277627,0.00925423,0.0277627,0.00925423
179,59354.7,2.70219,1.44125,0.00494,0.82404,0.57822,0.64768,0.34367,2.38909,1.24417,0.00594,0.027738,0.00924601,0.027738,0.00924601,0.027738,0.00924601,0.027738,0.00924601
180,59685.9,2.71098,1.44048,0.0049,0.82425,0.57847,0.64773,0.34354,2.38937,1.24373,0.00594,0.0277132,0.00923774,0.0277132,0.00923774,0.0277132,0.00923774,0.0277132,0.00923774
181,60017.9,2.72022,1.4507,0.00495,0.82352,0.5785,0.64745,0.34364,2.38939,1.24318,0.00594,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942,0.0276883,0.00922942
182,60347.1,2.72863,1.45645,0.0049,0.82381,0.57835,0.64746,0.34383,2.38971,1.24318,0.00594,0.0276632,0.00922107,0.0276632,0.00922107,0.0276632,0.00922107,0.0276632,0.00922107
183,60671,2.7036,1.44563,0.00492,0.82325,0.57835,0.64736,0.34379,2.39,1.24304,0.00594,0.027638,0.00921268,0.027638,0.00921268,0.027638,0.00921268,0.027638,0.00921268
184,60997.1,2.71404,1.45293,0.0049,0.82363,0.57857,0.64754,0.34389,2.3903,1.24206,0.00594,0.0276127,0.00920424,0.0276127,0.00920424,0.0276127,0.00920424,0.0276127,0.00920424
185,61322.1,2.72642,1.4455,0.00492,0.82431,0.57843,0.64757,0.34391,2.39087,1.24184,0.00594,0.0275873,0.00919576,0.0275873,0.00919576,0.0275873,0.00919576,0.0275873,0.00919576
186,61647.5,2.71189,1.44754,0.00492,0.82266,0.57895,0.64754,0.34374,2.39028,1.24128,0.00594,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725,0.0275617,0.00918725
187,61973.1,2.73125,1.45997,0.00495,0.82385,0.57885,0.64775,0.34396,2.39049,1.24104,0.00595,0.0275361,0.00917869,0.0275361,0.00917869,0.0275361,0.00917869,0.0275361,0.00917869
188,62304.2,2.70053,1.44729,0.00499,0.82413,0.5787,0.64758,0.34387,2.39023,1.24201,0.00595,0.0275103,0.00917009,0.0275103,0.00917009,0.0275103,0.00917009,0.0275103,0.00917009
189,62636.6,2.71525,1.44051,0.00493,0.82264,0.57913,0.64751,0.34385,2.38932,1.24233,0.00594,0.0274843,0.00916145,0.0274843,0.00916145,0.0274843,0.00916145,0.0274843,0.00916145
190,62966.8,2.72154,1.45899,0.00492,0.82192,0.57976,0.64752,0.34375,2.38896,1.24279,0.00594,0.0274583,0.00915277,0.0274583,0.00915277,0.0274583,0.00915277,0.0274583,0.00915277
191,63294.2,2.7287,1.45512,0.00486,0.82165,0.57973,0.64752,0.3436,2.38975,1.24269,0.00594,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405,0.0274321,0.00914405
192,63618.7,2.70715,1.44382,0.0049,0.82344,0.57946,0.64797,0.34361,2.39004,1.24193,0.00594,0.0274059,0.00913529,0.0274059,0.00913529,0.0274059,0.00913529,0.0274059,0.00913529
193,63944.7,2.70222,1.44711,0.00495,0.82299,0.57941,0.64794,0.34363,2.3891,1.24317,0.00594,0.0273795,0.00912649,0.0273795,0.00912649,0.0273795,0.00912649,0.0273795,0.00912649
194,64271.1,2.7023,1.45443,0.00492,0.82395,0.57868,0.64794,0.34407,2.38934,1.24232,0.00594,0.0273529,0.00911764,0.0273529,0.00911764,0.0273529,0.00911764,0.0273529,0.00911764
195,64597.4,2.7217,1.44606,0.00485,0.82371,0.57878,0.64794,0.34369,2.3892,1.24265,0.00594,0.0273263,0.00910876,0.0273263,0.00910876,0.0273263,0.00910876,0.0273263,0.00910876
196,64921.8,2.71534,1.44759,0.00494,0.82284,0.57923,0.64803,0.34381,2.38767,1.2441,0.00594,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984,0.0272995,0.00909984
197,65247.6,2.72586,1.46354,0.00488,0.82381,0.57891,0.64808,0.34372,2.38753,1.24357,0.00594,0.0272726,0.00909088,0.0272726,0.00909088,0.0272726,0.00909088,0.0272726,0.00909088
198,65573.5,2.71109,1.44016,0.00492,0.82285,0.57915,0.64789,0.34364,2.38793,1.24429,0.00594,0.0272456,0.00908188,0.0272456,0.00908188,0.0272456,0.00908188,0.0272456,0.00908188
199,65901.7,2.70975,1.44081,0.0049,0.82412,0.57832,0.64787,0.3435,2.38796,1.24339,0.00594,0.0272185,0.00907284,0.0272185,0.00907284,0.0272185,0.00907284,0.0272185,0.00907284
200,66227.5,2.70065,1.44195,0.00486,0.82316,0.57898,0.648,0.34357,2.38853,1.24284,0.00594,0.0271913,0.00906375,0.0271913,0.00906375,0.0271913,0.00906375,0.0271913,0.00906375
201,66553.9,2.69796,1.44695,0.00486,0.82383,0.57882,0.64818,0.34369,2.38826,1.2435,0.00594,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
202,66879.8,2.7209,1.44689,0.00489,0.82303,0.57892,0.64834,0.3441,2.38786,1.24336,0.00594,0.0271364,0.00904547,0.0271364,0.00904547,0.0271364,0.00904547,0.0271364,0.00904547
203,67204.9,2.70525,1.44453,0.00489,0.82371,0.57876,0.64835,0.34439,2.38724,1.24347,0.00594,0.0271088,0.00903627,0.0271088,0.00903627,0.0271088,0.00903627,0.0271088,0.00903627
204,67530.5,2.69458,1.43126,0.0049,0.82275,0.5792,0.64822,0.34389,2.38793,1.2436,0.00594,0.0270811,0.00902703,0.0270811,0.00902703,0.0270811,0.00902703,0.0270811,0.00902703
205,67857.6,2.75148,1.46773,0.00487,0.82407,0.57936,0.64832,0.34381,2.38804,1.24238,0.00594,0.0270533,0.00901776,0.0270533,0.00901776,0.0270533,0.00901776,0.0270533,0.00901776
206,68188.8,2.70129,1.43704,0.0049,0.82416,0.57892,0.6481,0.34393,2.38851,1.24343,0.00594,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844,0.0270253,0.00900844
207,68513.9,2.70072,1.45528,0.00494,0.82371,0.57903,0.6482,0.34394,2.38779,1.24351,0.00594,0.0269972,0.00899908,0.0269972,0.00899908,0.0269972,0.00899908,0.0269972,0.00899908
208,68839.2,2.69753,1.44873,0.00493,0.82469,0.57865,0.64847,0.34398,2.38859,1.2436,0.00594,0.0269691,0.00898969,0.0269691,0.00898969,0.0269691,0.00898969,0.0269691,0.00898969
209,69165.8,2.68199,1.43148,0.00489,0.82413,0.57847,0.64811,0.34409,2.38859,1.24324,0.00594,0.0269408,0.00898025,0.0269408,0.00898025,0.0269408,0.00898025,0.0269408,0.00898025
210,69492,2.71822,1.45379,0.00488,0.82283,0.57904,0.64807,0.34388,2.38828,1.24308,0.00594,0.0269123,0.00897078,0.0269123,0.00897078,0.0269123,0.00897078,0.0269123,0.00897078
211,69817,2.70005,1.42459,0.00492,0.82224,0.57937,0.64826,0.34396,2.38814,1.24236,0.00594,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127,0.0268838,0.00896127
212,70142.7,2.714,1.45226,0.00485,0.82229,0.57934,0.64811,0.34389,2.3886,1.24133,0.00594,0.0268552,0.00895172,0.0268552,0.00895172,0.0268552,0.00895172,0.0268552,0.00895172
213,70468.6,2.69677,1.43923,0.00494,0.8213,0.58007,0.64817,0.3438,2.38758,1.24141,0.00594,0.0268264,0.00894213,0.0268264,0.00894213,0.0268264,0.00894213,0.0268264,0.00894213
214,70792.8,2.69969,1.45913,0.00493,0.82113,0.58003,0.64818,0.34395,2.38706,1.24146,0.00594,0.0267975,0.0089325,0.0267975,0.0089325,0.0267975,0.0089325,0.0267975,0.0089325
215,71117.7,2.69513,1.43681,0.00493,0.8221,0.57939,0.64848,0.3441,2.38693,1.24095,0.00594,0.0267685,0.00892283,0.0267685,0.00892283,0.0267685,0.00892283,0.0267685,0.00892283
216,71443.9,2.69241,1.43058,0.00493,0.82126,0.57919,0.64821,0.34393,2.38661,1.24076,0.00594,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313,0.0267394,0.00891313
217,71770.6,2.70201,1.43601,0.00496,0.8216,0.57935,0.64837,0.34406,2.38703,1.24145,0.00594,0.0267102,0.00890339,0.0267102,0.00890339,0.0267102,0.00890339,0.0267102,0.00890339
218,72096.7,2.70641,1.43332,0.00489,0.82286,0.57853,0.64833,0.34434,2.387,1.23977,0.00594,0.0266808,0.00889361,0.0266808,0.00889361,0.0266808,0.00889361,0.0266808,0.00889361
219,72424,2.71661,1.44648,0.00493,0.82327,0.5785,0.64859,0.34412,2.38751,1.24018,0.00594,0.0266514,0.00888379,0.0266514,0.00888379,0.0266514,0.00888379,0.0266514,0.00888379
220,72750.9,2.71294,1.443,0.00488,0.82182,0.57903,0.64852,0.34415,2.38795,1.24003,0.00594,0.0266218,0.00887393,0.0266218,0.00887393,0.0266218,0.00887393,0.0266218,0.00887393
221,73077,2.7007,1.44206,0.00487,0.82107,0.5795,0.6486,0.34424,2.38743,1.23966,0.00594,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
222,73402.8,2.71208,1.44419,0.00495,0.82229,0.57903,0.64866,0.34423,2.38812,1.23922,0.00594,0.0265623,0.00885411,0.0265623,0.00885411,0.0265623,0.00885411,0.0265623,0.00885411
223,73728.3,2.68954,1.42953,0.00492,0.82146,0.5789,0.64853,0.34417,2.38709,1.24068,0.00594,0.0265324,0.00884414,0.0265324,0.00884414,0.0265324,0.00884414,0.0265324,0.00884414
224,74054.2,2.69153,1.42745,0.00491,0.82272,0.57823,0.64867,0.34415,2.38724,1.23984,0.00594,0.0265024,0.00883413,0.0265024,0.00883413,0.0265024,0.00883413,0.0265024,0.00883413
225,74383,2.71935,1.43828,0.00493,0.82134,0.57867,0.64845,0.34423,2.38663,1.23987,0.00594,0.0264723,0.00882409,0.0264723,0.00882409,0.0264723,0.00882409,0.0264723,0.00882409
226,74711.7,2.67842,1.41995,0.00492,0.82169,0.57881,0.64852,0.34426,2.38717,1.23917,0.00594,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401,0.026442,0.00881401
227,75041.9,2.7145,1.4339,0.00487,0.82081,0.57913,0.64836,0.34444,2.38719,1.23836,0.00594,0.0264117,0.00880389,0.0264117,0.00880389,0.0264117,0.00880389,0.0264117,0.00880389
228,75375.1,2.71479,1.45072,0.00489,0.82142,0.57862,0.64834,0.34399,2.38712,1.23935,0.00594,0.0263812,0.00879374,0.0263812,0.00879374,0.0263812,0.00879374,0.0263812,0.00879374
229,75699.4,2.68747,1.43892,0.00489,0.81958,0.57948,0.64837,0.34406,2.38659,1.24015,0.00594,0.0263506,0.00878354,0.0263506,0.00878354,0.0263506,0.00878354,0.0263506,0.00878354
230,76025,2.71025,1.44663,0.00488,0.81932,0.5796,0.6483,0.34402,2.38729,1.24008,0.00594,0.0263199,0.00877332,0.0263199,0.00877332,0.0263199,0.00877332,0.0263199,0.00877332
231,76348.5,2.70419,1.43907,0.00487,0.81841,0.58003,0.64841,0.34397,2.38658,1.23948,0.00594,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305,0.0262891,0.00876305
232,76673.5,2.71496,1.43668,0.00491,0.81897,0.57996,0.64844,0.34424,2.38718,1.23842,0.00595,0.0262582,0.00875275,0.0262582,0.00875275,0.0262582,0.00875275,0.0262582,0.00875275
233,76999.5,2.69838,1.4316,0.00496,0.81979,0.57986,0.64862,0.34474,2.38689,1.23764,0.00595,0.0262272,0.00874241,0.0262272,0.00874241,0.0262272,0.00874241,0.0262272,0.00874241
234,77326.3,2.70391,1.43822,0.00487,0.82049,0.58008,0.64877,0.34457,2.38705,1.23788,0.00595,0.0261961,0.00873203,0.0261961,0.00873203,0.0261961,0.00873203,0.0261961,0.00873203
235,77651.7,2.69926,1.43536,0.00489,0.82113,0.57968,0.64854,0.34448,2.3877,1.23821,0.00595,0.0261649,0.00872162,0.0261649,0.00872162,0.0261649,0.00872162,0.0261649,0.00872162
236,77982.3,2.71629,1.4498,0.00489,0.82018,0.58001,0.64868,0.34456,2.38703,1.23709,0.00595,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117,0.0261335,0.00871117
237,78310.1,2.71621,1.45088,0.00485,0.8201,0.58016,0.64866,0.34457,2.38715,1.23738,0.00595,0.0261021,0.00870069,0.0261021,0.00870069,0.0261021,0.00870069,0.0261021,0.00870069
238,78637,2.71384,1.44179,0.00489,0.8202,0.57973,0.64861,0.34421,2.38684,1.23725,0.00595,0.0260705,0.00869017,0.0260705,0.00869017,0.0260705,0.00869017,0.0260705,0.00869017
239,78967.8,2.7136,1.45041,0.00487,0.8218,0.57914,0.64844,0.34462,2.38681,1.23728,0.00595,0.0260388,0.00867961,0.0260388,0.00867961,0.0260388,0.00867961,0.0260388,0.00867961
240,79299.5,2.70671,1.4432,0.00489,0.82075,0.57991,0.64853,0.34475,2.38673,1.23717,0.00595,0.0260071,0.00866902,0.0260071,0.00866902,0.0260071,0.00866902,0.0260071,0.00866902
241,79632.7,2.71565,1.45634,0.00488,0.82077,0.57988,0.64843,0.34475,2.38704,1.23641,0.00595,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
242,79964.2,2.73713,1.44907,0.0048,0.81998,0.58003,0.64846,0.34475,2.38732,1.2359,0.00595,0.0259432,0.00864773,0.0259432,0.00864773,0.0259432,0.00864773,0.0259432,0.00864773
243,80291.5,2.72047,1.44221,0.00483,0.82002,0.58026,0.64849,0.34476,2.38701,1.23629,0.00595,0.0259111,0.00863703,0.0259111,0.00863703,0.0259111,0.00863703,0.0259111,0.00863703
244,80622.9,2.70839,1.43947,0.0048,0.81967,0.58003,0.64827,0.34451,2.38657,1.23755,0.00594,0.0258789,0.0086263,0.0258789,0.0086263,0.0258789,0.0086263,0.0258789,0.0086263
245,80954.6,2.70623,1.43881,0.00484,0.82007,0.5804,0.64855,0.34458,2.38647,1.23587,0.00595,0.0258466,0.00861553,0.0258466,0.00861553,0.0258466,0.00861553,0.0258466,0.00861553
246,81284.9,2.704,1.43158,0.00484,0.81985,0.58033,0.64853,0.34451,2.38598,1.23622,0.00595,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473,0.0258142,0.00860473
247,81616.9,2.71672,1.43884,0.00484,0.8203,0.58046,0.64882,0.34458,2.38614,1.23549,0.00594,0.0257817,0.00859389,0.0257817,0.00859389,0.0257817,0.00859389,0.0257817,0.00859389
248,81946.8,2.70842,1.42936,0.0048,0.81935,0.58051,0.64877,0.34458,2.3869,1.2354,0.00595,0.025749,0.00858301,0.025749,0.00858301,0.025749,0.00858301,0.025749,0.00858301
249,82276.7,2.70731,1.44431,0.00489,0.82069,0.57981,0.64869,0.34454,2.38669,1.23519,0.00594,0.0257163,0.0085721,0.0257163,0.0085721,0.0257163,0.0085721,0.0257163,0.0085721
250,82604.8,2.69242,1.43468,0.00486,0.82066,0.57978,0.64867,0.3445,2.38638,1.23504,0.00594,0.0256835,0.00856116,0.0256835,0.00856116,0.0256835,0.00856116,0.0256835,0.00856116
251,82935.9,2.70637,1.44179,0.00486,0.81992,0.58081,0.64891,0.34458,2.3864,1.23463,0.00594,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018,0.0256505,0.00855018
252,83268,2.71486,1.44966,0.00487,0.82023,0.58074,0.64897,0.34445,2.38718,1.23443,0.00594,0.0256175,0.00853917,0.0256175,0.00853917,0.0256175,0.00853917,0.0256175,0.00853917
253,83596.1,2.69418,1.4345,0.00488,0.82018,0.58124,0.64905,0.34463,2.38698,1.23536,0.00594,0.0255844,0.00852812,0.0255844,0.00852812,0.0255844,0.00852812,0.0255844,0.00852812
254,83925.4,2.68532,1.42944,0.0049,0.82062,0.58118,0.64929,0.34473,2.38698,1.2348,0.00594,0.0255511,0.00851704,0.0255511,0.00851704,0.0255511,0.00851704,0.0255511,0.00851704
255,84257.4,2.70734,1.44007,0.00487,0.81968,0.58126,0.6489,0.34455,2.38767,1.23468,0.00594,0.0255178,0.00850592,0.0255178,0.00850592,0.0255178,0.00850592,0.0255178,0.00850592
256,84585.3,2.69179,1.43099,0.00493,0.8197,0.58182,0.64911,0.34449,2.38701,1.23504,0.00594,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477,0.0254843,0.00849477
257,84918.9,2.7062,1.43579,0.00485,0.81885,0.58179,0.64909,0.34457,2.38625,1.23513,0.00594,0.0254508,0.00848358,0.0254508,0.00848358,0.0254508,0.00848358,0.0254508,0.00848358
258,85251.1,2.69503,1.43821,0.00489,0.81974,0.58129,0.64916,0.34446,2.38641,1.23507,0.00594,0.0254171,0.00847237,0.0254171,0.00847237,0.0254171,0.00847237,0.0254171,0.00847237
259,85581.2,2.71614,1.44496,0.00485,0.81983,0.58124,0.64897,0.34453,2.38663,1.23565,0.00594,0.0253833,0.00846111,0.0253833,0.00846111,0.0253833,0.00846111,0.0253833,0.00846111
260,85913.7,2.71705,1.44138,0.0048,0.82007,0.58154,0.6492,0.34455,2.38651,1.23594,0.00594,0.0253495,0.00844983,0.0253495,0.00844983,0.0253495,0.00844983,0.0253495,0.00844983
261,86246,2.71312,1.44329,0.00476,0.82151,0.58119,0.64952,0.34449,2.38635,1.23557,0.00594,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
262,86578.3,2.71579,1.44825,0.00484,0.8212,0.58124,0.64959,0.34455,2.38599,1.23595,0.00594,0.0252815,0.00842716,0.0252815,0.00842716,0.0252815,0.00842716,0.0252815,0.00842716
263,86909.1,2.7004,1.43466,0.00485,0.81944,0.58109,0.64918,0.34496,2.38534,1.23643,0.00594,0.0252473,0.00841577,0.0252473,0.00841577,0.0252473,0.00841577,0.0252473,0.00841577
